ComputerName,Manufacturer,Model,System_Type,Operating_System,Operating_System_Version,Operating_System_BuildVersion,Serial_Number,IP_Address,User_Last_Login,Nr_Virtual_Processors,Total_Memory_GB,Last_ReBoot
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
